age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
34,1,118710,12,11,1,3,3,1,2,0,0,40,1,0
33,5,224185,9,9,1,2,3,1,2,0,0,40,1,1
47,1,118972,9,9,1,11,3,1,2,0,0,50,1,0
29,1,165360,12,11,3,9,4,1,1,0,0,40,1,1
48,1,38950,9,9,1,1,3,1,2,0,0,89,1,1
42,3,277256,16,16,1,6,3,1,2,0,1977,60,1,0
29,1,247151,7,7,2,8,6,1,1,0,0,40,1,1
34,1,213722,9,9,3,7,2,1,2,0,0,40,1,1
20,1,209955,13,10,3,3,2,1,2,0,0,25,1,1
41,1,174395,15,14,1,6,3,1,2,0,0,40,1,0
45,1,138626,13,10,2,5,4,1,2,0,1876,50,1,1
22,9,179973,12,11,3,15,2,1,2,0,0,40,1,1
23,1,200207,9,9,2,7,2,1,2,0,0,44,1,1
19,1,156587,13,10,3,9,2,1,1,0,0,38,1,1
24,1,33016,13,10,3,2,2,1,2,0,0,40,1,1
20,1,197496,13,10,3,4,2,1,2,0,0,30,42,1
32,1,153588,9,9,2,2,4,1,2,0,0,40,1,1
52,1,99736,15,14,2,6,6,1,2,15020,0,50,1,0
36,1,284166,9,9,3,4,6,1,2,0,0,60,1,0
18,1,716066,6,6,3,8,2,1,2,0,0,30,1,1
27,1,188519,9,9,2,4,2,1,1,0,0,40,1,1
26,1,109080,13,10,1,4,3,1,2,0,0,60,1,1
52,1,174421,11,12,2,6,6,1,1,0,0,32,1,1
24,1,259351,13,10,3,2,6,3,2,0,0,40,21,1
42,4,284403,9,9,2,9,4,5,2,0,0,40,1,1
39,1,85319,10,15,1,6,1,1,1,7688,0,60,1,0
20,9,201766,13,10,3,15,2,1,1,0,0,35,1,1
20,6,340475,13,10,3,9,2,1,1,0,0,10,1,1
39,1,487486,9,9,5,7,6,1,2,0,0,40,42,1
68,9,484298,7,7,1,15,3,1,2,0,0,30,1,1
35,1,170617,9,9,3,8,6,5,1,0,0,48,1,1
54,1,94055,14,13,1,3,3,1,2,0,0,40,1,1
24,1,117779,14,13,3,5,2,1,2,0,0,40,1,1
24,1,209770,14,13,3,6,4,1,1,0,0,8,1,1
20,1,317443,13,10,3,9,2,5,1,0,0,15,1,1
64,9,140237,1,1,1,15,3,1,2,0,0,40,1,1
28,1,107411,14,13,3,6,4,1,1,0,0,35,1,1
36,2,122493,9,9,1,2,3,1,2,0,0,47,1,1
44,3,195124,9,9,1,11,3,1,2,0,0,60,42,1
38,1,101978,13,10,4,8,4,1,2,0,2258,55,1,0
22,1,335453,9,9,3,9,4,1,1,0,0,60,1,1
56,1,318329,9,9,1,8,3,1,2,0,0,40,1,1
24,1,100321,14,13,1,6,3,1,2,0,0,45,1,1
24,2,81145,13,10,3,3,4,1,1,0,0,75,1,1
22,1,62865,11,12,3,9,4,1,1,0,0,40,1,1
21,1,176262,13,10,3,5,2,1,1,0,0,30,1,1
42,1,168103,14,13,1,5,3,1,2,0,0,40,1,0
41,5,208174,15,14,2,6,6,1,1,0,0,55,1,1
19,1,188815,9,9,3,3,2,1,1,34095,0,20,1,1
67,2,226092,13,10,1,10,3,1,2,0,0,44,1,1
20,1,212668,13,10,3,4,2,1,1,0,0,30,1,1
32,1,381583,9,9,1,2,3,4,2,0,0,40,1,1
46,1,239439,9,9,4,8,2,5,1,0,0,40,1,1
52,1,172493,9,9,3,4,4,1,1,0,0,36,1,1
44,1,239876,14,13,2,6,6,5,2,0,0,40,1,1
65,9,221881,7,7,1,15,3,1,2,0,0,40,21,1
37,5,218184,14,13,1,6,3,1,2,0,1887,40,1,0
27,2,206889,13,10,1,10,3,1,2,0,0,50,1,1
35,1,110668,9,9,1,8,1,5,1,0,0,35,1,1
30,1,211028,9,9,3,9,4,1,1,0,0,45,1,1
64,5,202984,9,9,1,2,3,1,2,3137,0,40,1,1
48,1,20296,9,9,2,9,4,1,1,0,0,37,1,0
35,1,194690,4,4,2,1,6,1,1,0,0,40,1,1
28,2,204984,14,13,3,1,4,1,2,0,0,45,1,1
63,2,35021,14,13,1,6,3,2,2,0,1977,32,12,0
40,2,238574,10,15,1,6,3,1,2,0,0,55,1,0
33,1,345360,13,10,3,4,4,1,2,0,0,40,1,1
40,1,192381,13,10,1,2,3,1,2,0,0,50,1,0
25,1,479765,4,4,3,4,5,1,2,0,0,45,32,1
45,3,34091,14,13,1,5,3,1,2,0,0,38,1,0
30,1,151773,13,10,1,8,3,1,2,0,0,40,1,0
53,1,299080,13,10,3,9,6,5,1,0,0,40,1,1
63,1,135339,9,9,1,9,3,2,2,2105,0,40,20,1
27,5,52156,13,10,1,13,3,1,2,0,0,60,1,1
31,1,318647,7,7,3,2,4,1,2,0,0,40,1,1
33,1,80145,9,9,1,11,3,1,2,0,0,60,1,1
39,6,343646,14,13,2,13,4,1,2,0,0,40,21,0
42,2,198692,13,10,1,2,3,1,2,0,0,45,1,0
19,1,266635,9,9,3,3,2,5,2,0,0,30,1,1
31,1,197672,14,13,1,6,3,1,2,0,0,40,1,1
53,1,185846,9,9,1,2,3,1,2,0,0,40,1,1
47,2,315110,13,10,1,6,3,1,2,0,0,20,1,1
27,1,220754,16,16,3,9,2,1,1,0,0,40,1,1
22,1,64292,9,9,3,1,4,1,1,0,0,40,1,1
29,1,126060,9,9,1,4,1,1,1,0,0,40,1,0
52,1,78012,9,9,5,4,6,1,1,0,1762,40,1,1
32,1,210562,12,11,2,2,2,1,2,0,0,46,1,1
23,1,350181,9,9,3,4,4,1,2,0,0,40,1,1
27,1,233421,13,10,3,9,2,1,2,0,0,20,1,1
53,1,167170,9,9,5,8,4,5,1,0,0,40,1,1
18,1,260801,9,9,3,7,2,1,2,0,0,20,1,1
41,1,173370,14,13,4,4,6,1,1,0,0,30,1,1
27,1,135520,9,9,1,8,1,1,1,0,0,40,25,1
30,1,121308,13,10,2,4,2,1,2,0,0,40,1,1
41,1,444743,9,9,2,1,6,1,1,0,0,40,1,1
21,1,65225,13,10,3,9,4,1,1,0,0,30,1,1
58,6,136982,9,9,6,3,6,5,1,0,0,40,15,1
45,6,271962,14,13,2,13,4,1,1,0,0,40,1,1
40,1,204046,6,6,2,11,2,1,2,0,0,40,1,1
21,1,225823,13,10,3,9,4,1,1,0,0,40,1,1
29,1,183009,14,13,3,6,4,4,1,0,1590,40,1,1
50,1,121038,12,11,1,3,1,5,1,0,0,40,1,1
26,1,49092,9,9,1,2,3,1,2,0,0,40,1,1
23,1,148709,9,9,4,7,5,1,1,0,0,40,1,1
27,1,209205,14,13,3,1,2,1,2,0,0,40,1,1
36,5,285865,14,13,3,9,4,5,1,0,0,40,1,1
22,4,216129,9,9,3,9,5,1,2,0,0,40,1,1
37,4,40955,13,10,3,3,2,1,2,0,0,40,9,1
54,1,197189,14,13,1,11,3,1,2,0,0,40,1,1
36,1,33001,9,9,2,10,6,1,2,0,0,50,1,1
44,1,227399,12,11,1,5,3,5,2,0,0,40,1,1
38,1,164050,13,10,1,13,3,5,2,0,0,40,1,0
49,1,259087,13,10,2,2,4,1,1,0,0,40,1,1
18,1,236262,7,7,3,7,2,1,2,0,0,12,1,1
26,1,177929,14,13,3,4,4,1,2,0,0,48,1,1
48,1,166929,14,13,1,9,3,1,2,0,0,45,42,0
32,1,199963,7,7,1,8,1,1,1,0,0,40,1,1
35,6,98776,9,9,3,1,2,1,2,0,0,40,1,1
40,1,135056,9,9,3,9,4,1,1,0,0,45,1,1
40,2,55363,9,9,1,2,3,1,2,3411,0,40,1,1
42,6,102343,10,15,1,6,3,2,2,0,0,72,8,0
30,1,231263,9,9,1,4,3,1,2,0,0,40,1,1
19,1,226913,13,10,3,4,2,1,1,0,0,20,1,1
36,1,129573,11,12,1,4,3,1,2,0,0,60,1,0
31,1,191001,9,9,3,4,4,1,1,0,0,40,1,1
50,4,69345,11,12,1,5,3,1,2,0,0,60,1,1
38,1,204556,9,9,2,2,4,5,2,0,0,40,1,1
35,1,192626,13,10,1,6,3,1,2,0,0,50,1,0
45,1,202812,14,13,1,6,3,1,2,0,0,40,1,0
29,1,405177,6,6,4,4,6,1,1,0,0,40,1,1
41,1,227890,13,10,2,2,4,1,2,0,0,46,1,0
33,1,101352,10,15,3,6,4,1,1,0,0,50,1,0
49,1,82572,13,10,3,3,4,1,1,0,0,60,1,1
28,1,132686,13,10,1,5,3,1,2,0,0,40,1,0
49,5,149210,14,13,1,13,3,5,2,15024,0,40,1,0
27,1,245661,9,9,4,8,2,1,1,0,0,40,1,1
47,3,483596,9,9,1,5,3,1,2,2885,0,32,1,1
42,6,104663,16,16,3,5,4,1,1,0,0,40,17,0
30,1,347166,9,9,3,5,4,1,2,0,0,60,1,1
37,5,108540,9,9,1,2,3,1,2,0,0,40,1,1
37,1,333305,16,16,1,6,1,1,1,0,0,35,1,1
51,1,155408,9,9,6,4,4,5,1,0,0,38,1,1
27,4,246372,9,9,1,3,3,1,2,0,0,40,1,1
53,1,30290,9,9,3,4,4,1,1,0,0,40,1,1
45,1,347321,9,9,3,2,4,1,2,0,0,40,1,1
37,3,205852,14,13,1,6,3,1,2,0,0,45,1,1
40,4,163215,14,13,3,6,4,1,1,0,0,40,42,1
54,6,93449,15,14,1,6,3,2,2,0,0,40,8,0
47,3,116927,9,9,1,5,3,1,2,0,0,42,1,0
35,1,164526,9,9,1,3,3,1,2,0,0,40,36,0
33,1,31573,9,9,1,8,3,1,2,0,0,40,1,1
28,5,125159,13,10,3,9,5,5,2,0,0,40,29,1
39,6,201105,14,13,1,5,1,1,1,0,0,55,1,0
25,9,122745,9,9,3,15,2,1,2,0,1602,40,1,1
33,1,150570,14,13,1,4,3,1,2,0,0,40,1,1
34,1,118941,7,7,3,3,4,1,1,0,0,40,23,1
53,1,141388,9,9,1,11,3,1,2,0,0,40,1,0
21,1,174714,11,12,3,9,2,1,2,0,0,35,1,1
31,6,75755,16,16,1,5,3,1,2,7298,0,55,1,0
63,1,133144,9,9,1,6,3,1,2,0,0,45,1,1
21,2,318865,13,10,3,3,2,1,2,0,0,30,1,1
59,1,109638,9,9,1,2,3,1,2,0,0,40,1,0
50,1,92969,2,2,4,6,6,5,1,0,0,40,1,1
66,9,376028,9,9,1,15,1,1,1,0,0,20,1,1
19,1,144161,9,9,3,11,2,1,2,0,0,30,1,1
31,1,183778,14,13,3,1,4,1,2,0,0,45,1,1
23,1,398904,14,13,1,6,1,1,1,0,0,40,1,1
45,1,170846,12,11,1,5,1,1,1,0,0,40,1,0
35,5,204277,14,13,1,6,3,1,2,0,0,40,1,1
32,1,205152,14,13,3,2,2,1,2,0,0,40,1,1
20,1,225395,4,4,3,8,5,1,1,0,0,60,21,1
38,1,33975,9,9,1,5,5,1,2,0,0,40,1,0
49,1,147032,9,9,1,3,1,2,1,0,0,8,16,1
64,1,174826,9,9,2,8,4,1,1,0,0,40,1,1
60,5,232769,7,7,1,11,3,1,2,0,0,20,1,1
25,1,36984,14,13,3,6,4,1,1,0,0,50,1,1
21,1,292264,9,9,3,2,4,1,2,0,0,35,1,1
26,1,303973,9,9,3,12,5,1,1,0,1602,15,21,1
23,1,287988,13,10,3,9,4,1,2,0,0,20,1,1
67,3,330144,15,14,1,4,3,1,2,0,0,48,1,0
24,1,191948,9,9,2,4,6,1,1,0,0,30,1,1
46,1,324601,2,2,4,8,2,1,1,0,0,40,32,1
38,6,200289,16,16,1,6,3,2,2,0,0,40,28,1
20,1,113307,4,4,3,8,5,1,2,0,0,40,1,1
28,9,194087,13,10,3,15,5,1,1,0,0,40,1,1
26,1,155213,14,13,3,6,4,1,2,0,0,48,1,1
58,1,175127,9,9,1,8,3,1,2,0,0,40,1,1
31,6,358461,13,10,3,3,4,2,2,0,0,40,1,1
37,6,354929,11,12,2,13,4,5,2,0,0,38,1,1
53,6,104501,16,16,1,6,3,1,2,0,0,40,42,0
45,1,112929,4,4,2,8,4,5,1,0,0,35,1,1
33,1,132832,9,9,3,9,4,1,1,0,0,50,1,1
33,6,357691,15,14,1,13,3,5,2,0,0,40,1,1
35,1,114605,9,9,2,7,4,1,2,0,0,25,1,1
60,2,525878,9,9,1,5,3,5,2,0,0,40,1,1
21,1,68358,13,10,3,4,2,1,1,0,0,20,1,1
38,1,174571,6,6,1,2,3,5,2,0,0,45,1,1
40,1,42703,12,11,2,2,6,1,1,0,0,40,1,1
40,1,220589,13,10,1,4,1,1,1,0,0,40,1,0
44,2,197558,10,15,1,6,3,1,2,0,0,70,1,0
27,1,423250,13,10,1,5,3,1,2,0,0,60,1,1
34,2,29254,13,10,1,2,3,1,2,0,0,55,1,0
20,9,308924,13,10,3,15,2,1,2,0,0,25,1,1
49,5,276247,13,10,1,13,3,1,2,0,0,40,1,1
37,1,213841,13,10,1,2,3,1,2,0,0,50,1,0
52,1,181677,6,6,1,11,3,1,2,0,0,30,1,0
46,1,160061,13,10,1,8,3,5,2,0,0,40,1,1
20,1,285295,13,10,3,8,4,2,1,0,0,40,42,1
43,1,265266,9,9,1,2,3,1,2,0,0,40,1,1
46,5,222115,14,13,2,9,4,1,1,99999,0,40,1,0
25,6,194954,13,10,1,3,1,1,1,0,0,15,1,1
48,1,156926,14,13,2,9,4,1,2,0,0,40,1,1
36,5,217414,13,10,2,13,6,1,2,0,0,55,1,1
37,1,538443,9,9,2,2,4,1,2,14344,0,40,1,0
18,9,192399,13,10,3,15,2,1,2,0,0,60,1,1
42,1,383493,15,14,1,6,3,1,2,0,0,50,1,0
60,1,193235,11,12,1,9,3,1,2,0,0,24,1,1
37,3,99452,13,10,1,11,3,1,2,0,0,55,1,0
44,5,254134,11,12,2,1,4,5,2,0,0,40,1,1
32,1,90446,6,6,1,2,3,1,2,0,0,40,1,1
29,1,116613,14,13,3,9,2,1,1,0,0,40,22,1
42,5,238188,15,14,1,6,3,1,2,0,0,35,1,0
17,1,95909,7,7,3,7,2,1,2,0,0,12,1,1
41,1,82319,8,8,1,3,1,1,1,0,0,10,1,1
34,1,182274,13,10,1,5,1,1,1,0,1887,40,1,0
56,1,179625,6,6,4,3,6,1,1,0,0,32,1,1
28,1,119793,13,10,3,9,2,1,2,0,0,40,1,1
28,2,254989,7,7,3,4,2,1,2,0,0,40,1,1
19,1,104830,4,4,3,11,6,1,2,0,0,25,32,1
49,4,110373,13,10,1,1,3,1,2,0,0,40,1,0
36,2,135416,13,10,1,3,1,1,1,0,0,50,1,1
25,1,298225,13,10,1,11,3,1,2,0,0,35,1,1
42,1,166740,14,13,2,6,4,1,2,0,0,40,1,1
47,2,213668,10,15,1,6,3,1,2,0,1977,50,1,0
26,1,276624,13,10,1,13,3,1,2,0,0,40,1,1
35,1,226789,13,10,1,5,3,1,2,0,0,58,1,1
37,1,31023,9,9,1,2,3,1,2,0,0,45,1,1
39,5,116666,9,9,3,13,2,3,2,4650,0,48,1,1
42,1,136986,9,9,1,5,3,1,2,0,0,35,1,0
41,1,179580,13,10,2,3,4,1,1,0,0,36,1,0
23,1,103277,13,10,2,3,2,1,1,0,0,24,1,1
31,4,351141,9,9,1,1,3,1,2,0,0,40,1,1
36,5,191161,13,10,1,13,3,1,2,0,0,57,1,0
20,1,148709,13,10,3,6,6,1,1,0,0,25,1,1
36,1,128382,13,10,3,8,6,1,2,0,0,45,1,1
50,1,144361,9,9,1,8,3,1,2,0,0,50,1,0
37,1,172538,9,9,3,8,2,1,2,0,0,40,1,1
25,1,102476,14,13,3,10,2,1,2,27828,0,50,1,0
39,1,46028,13,10,2,3,6,1,1,0,0,60,1,1
32,1,198452,9,9,1,10,1,1,1,0,0,40,1,1
59,1,193895,13,10,5,9,4,1,1,0,0,35,1,1
29,1,233421,14,13,1,2,3,1,2,3411,0,45,1,1
50,1,378747,9,9,1,11,3,5,2,0,0,40,1,1
42,1,31251,12,11,1,4,3,1,2,0,0,37,1,1
32,1,71540,13,10,2,6,4,1,2,0,0,40,1,1
48,1,194772,11,12,1,4,3,1,2,0,1902,40,1,0
20,1,34568,9,9,1,2,3,1,2,3781,0,35,1,1
50,2,36480,6,6,2,2,4,1,2,0,0,45,1,1
18,1,116528,13,10,3,2,4,1,2,0,0,30,1,1
60,1,52152,15,14,3,6,4,1,2,0,0,50,1,1
60,1,216690,13,10,1,6,3,1,2,0,0,40,42,1
42,5,227065,15,14,3,6,4,1,2,0,0,22,1,1
49,1,84013,9,9,2,3,6,1,1,0,0,35,1,1
35,3,82051,13,10,1,4,1,1,1,0,0,40,1,1
30,2,176185,11,12,1,4,3,1,2,0,0,60,14,1
59,1,115414,13,10,1,5,3,1,2,0,0,40,1,0
24,3,493034,9,9,3,3,4,5,2,13550,0,50,1,0
55,1,354923,11,12,2,9,6,1,1,0,0,40,1,1
19,1,393712,9,9,3,9,2,1,1,0,0,20,1,1
39,1,98941,9,9,1,2,3,1,2,0,0,40,1,1
48,1,141483,13,10,2,5,6,1,1,0,0,40,1,1
44,1,172479,14,13,1,6,3,1,2,7688,0,40,1,0
21,1,226145,13,10,3,7,2,1,2,0,0,30,1,1
23,1,394612,14,13,3,1,2,5,2,0,0,40,1,1
22,1,231085,13,10,3,3,2,1,2,0,0,30,1,1
55,2,183810,15,14,1,6,3,1,2,0,0,55,1,0
19,1,186159,13,10,3,4,4,1,1,0,0,40,1,1
23,1,162282,13,10,3,7,4,1,2,0,0,25,1,1
46,1,219021,9,9,1,11,3,1,2,15024,0,44,1,0
23,1,273206,14,13,3,9,4,1,1,0,0,23,1,1
47,3,332355,15,14,1,5,3,1,2,15024,0,50,1,0
23,1,102729,13,10,3,4,2,1,1,0,0,15,1,1
42,1,198096,13,10,1,3,3,1,2,0,0,40,1,0
22,6,292933,14,13,3,9,2,1,1,0,0,10,1,1
18,1,135924,9,9,3,9,2,1,2,0,0,20,1,1
37,1,99146,14,13,1,5,3,1,2,0,1977,50,1,0
34,1,27409,5,5,1,2,3,1,2,0,0,50,1,1
30,1,299507,11,12,4,3,6,1,1,0,0,40,1,1
62,2,102631,13,10,5,10,6,1,1,0,0,50,1,1
51,1,153486,13,10,1,7,3,1,2,0,0,40,1,1
34,1,434292,9,9,1,3,3,5,2,0,0,30,1,1
28,2,240172,15,14,3,6,2,1,2,0,0,40,1,1
56,1,219426,6,6,3,7,4,1,2,0,0,40,1,1
46,1,295791,9,9,2,1,4,1,1,0,0,30,1,1
46,1,114032,13,10,1,1,3,1,2,0,1887,45,1,0
23,5,496382,13,10,6,9,2,1,1,0,0,40,32,1
33,1,376483,14,13,1,9,1,5,1,0,0,30,1,1
27,1,107218,9,9,3,3,2,2,2,0,0,40,1,1
21,1,246207,13,10,3,9,2,5,1,0,0,20,1,1
18,9,80564,9,9,3,15,2,1,2,0,0,60,1,1
36,1,83089,3,3,1,8,3,1,2,7298,0,40,21,0
37,5,328301,14,13,2,6,4,1,1,0,0,36,1,1
39,5,301614,7,7,1,3,3,1,2,0,0,40,1,1
36,1,199739,9,9,1,11,3,1,2,7298,0,60,1,0
24,1,180060,11,12,3,2,4,1,2,2354,0,40,1,1
26,1,121040,11,12,3,5,2,5,1,0,0,40,1,1
37,1,125550,9,9,2,4,4,1,1,0,0,60,1,1
34,1,170772,9,9,1,2,3,1,2,0,0,50,1,1
33,1,180551,9,9,2,5,6,1,1,0,0,40,1,1
33,2,48189,9,9,1,13,3,1,2,0,0,30,1,1
20,1,432154,9,9,3,4,2,1,1,0,0,8,21,1
26,1,263200,13,10,2,9,6,1,1,0,0,38,1,1
47,1,123207,9,9,1,9,1,1,1,0,0,20,1,0
17,1,110798,7,7,3,4,2,1,1,0,0,20,1,1
53,1,238481,12,11,1,5,3,1,2,0,1485,40,1,1
31,1,185528,13,10,2,4,2,1,1,0,0,35,1,1
34,1,181311,7,7,1,8,3,1,2,0,0,40,1,1
23,1,528616,3,3,1,3,3,1,2,0,0,40,21,1
39,1,272950,14,13,1,2,3,1,2,0,0,45,1,0
22,9,195532,9,9,3,15,2,1,1,0,0,40,1,1
21,1,197583,13,10,3,9,2,1,1,0,0,20,1,1
40,1,48612,9,9,3,9,6,5,1,0,0,35,1,1
54,5,31533,15,14,1,9,3,1,2,7298,0,40,1,0
32,4,148138,14,13,1,6,3,2,2,0,2002,40,14,1
29,5,30069,9,9,1,3,1,1,1,2635,0,40,1,1
68,9,170182,13,10,3,15,6,5,1,0,0,40,1,1
27,5,230885,14,13,1,13,3,1,2,0,0,45,1,0
54,1,174102,13,10,3,5,4,1,2,0,0,40,1,0
23,1,352606,9,9,2,12,6,1,1,0,0,40,1,1
38,1,241153,15,14,1,5,3,1,2,0,0,48,1,0
54,1,155433,9,9,1,3,1,1,1,0,0,35,1,1
21,1,109414,13,10,3,6,2,2,2,0,1974,40,1,1
40,1,125461,12,11,3,6,4,1,2,0,0,42,1,1
19,1,331556,6,6,3,3,4,1,1,0,0,40,1,1
21,9,138575,9,9,3,15,5,1,2,0,0,60,1,1
35,1,223514,14,13,1,9,1,5,1,0,0,40,1,1
39,1,115418,13,10,3,9,2,1,1,2174,0,45,1,1
38,1,193026,9,9,3,3,6,1,2,0,1408,40,42,1
41,1,147206,8,8,1,7,3,1,2,0,0,40,1,0
26,1,174592,13,10,3,9,4,1,1,0,0,40,1,1
35,1,268620,9,9,2,3,4,1,1,0,0,45,1,1
70,2,150886,13,10,1,2,3,1,2,0,0,25,1,1
45,1,112362,6,6,1,4,3,1,2,0,0,40,1,1
83,1,195507,9,9,5,13,4,1,2,0,0,55,1,1
59,1,192983,9,9,4,3,4,1,1,0,0,40,1,1
18,1,120544,5,5,3,3,2,5,2,0,0,15,1,1
31,1,59083,9,9,1,9,3,1,2,0,0,40,1,1
43,1,208277,15,14,1,6,1,1,1,0,0,45,1,0
24,5,184678,14,13,3,6,4,1,1,0,0,40,1,1
33,1,278736,12,11,1,8,3,1,2,0,0,50,1,1
48,5,39464,15,14,3,6,4,1,1,0,0,52,1,1
27,1,162343,14,13,1,5,3,1,2,0,0,40,25,1
41,1,204046,9,9,1,2,3,1,2,0,0,40,1,1
25,1,255647,9,9,1,3,1,1,1,0,0,25,21,1
53,1,123011,9,9,2,11,4,1,2,0,0,40,1,0
66,2,291362,10,15,1,6,3,1,2,0,0,50,1,1
31,1,159187,13,10,1,2,3,1,2,0,0,40,1,0
30,6,126414,14,13,6,9,4,1,2,0,0,40,1,1
22,1,227626,9,9,2,11,4,1,2,0,0,40,1,1
47,3,173783,14,13,1,4,3,1,2,15024,0,60,1,0
74,1,211075,9,9,1,5,3,1,2,0,0,40,1,0
37,1,176756,13,10,1,9,3,5,2,0,1485,70,1,0
35,2,31095,13,10,4,10,4,1,2,4101,0,60,1,1
51,2,32372,14,13,1,5,3,1,2,0,1672,70,1,1
40,1,331651,13,10,4,3,4,1,1,0,0,40,1,1
51,5,146325,16,16,1,6,3,1,2,0,1887,40,1,0
26,1,515025,6,6,1,7,1,1,1,0,0,40,1,1
53,1,394474,11,12,3,9,6,5,1,0,0,40,1,1
32,1,400535,9,9,1,2,3,1,2,3781,0,40,1,1
29,2,337505,13,10,1,2,3,2,2,0,0,40,11,1
42,1,211860,9,9,4,9,4,1,2,0,0,40,1,1
22,1,102684,13,10,3,11,4,1,2,0,0,32,1,1
62,9,225657,9,9,1,15,3,1,2,0,0,24,1,1
33,1,121966,9,9,2,9,4,1,1,0,0,40,1,1
21,1,396790,9,9,3,11,2,5,2,0,0,20,1,1
46,5,149949,14,13,1,6,3,1,2,0,0,45,1,0
25,1,252187,7,7,3,7,4,1,2,0,0,40,1,1
29,1,209934,3,3,1,3,3,1,2,0,0,40,21,1
29,4,229300,14,13,3,6,4,1,2,0,0,48,1,1
33,1,170769,16,16,2,4,4,1,2,99999,0,60,1,0
50,1,200618,11,12,2,2,4,1,2,0,0,40,1,1
22,1,216984,9,9,3,9,4,3,1,0,0,40,1,1
40,1,212760,9,9,2,2,4,1,2,0,0,40,1,1
28,1,150309,9,9,1,8,3,3,2,0,0,45,1,1
54,1,174655,9,9,1,9,3,1,2,0,0,40,1,1
29,1,109621,9,9,1,2,3,1,2,0,0,40,1,1
49,1,225124,9,9,5,8,6,5,1,0,0,40,1,1
46,1,172695,7,7,5,3,4,1,1,0,0,27,37,1
71,2,238479,6,6,1,2,3,1,2,0,0,8,1,1
27,1,37754,13,10,1,10,3,1,2,0,0,80,1,1
56,1,85018,9,9,3,9,4,1,1,0,0,40,1,1
64,1,256466,9,9,1,1,3,2,2,0,0,60,16,0
23,1,169188,13,10,1,5,1,1,1,0,0,25,1,1
36,1,210945,14,13,1,6,3,1,2,0,0,40,1,0
39,5,287031,15,14,1,6,3,1,2,0,0,45,1,0
26,1,224361,9,9,3,5,4,1,2,0,0,40,1,1
31,4,108464,11,12,1,1,3,1,2,0,0,40,1,1
36,1,75826,14,13,2,9,6,1,1,0,0,40,1,1
43,1,120277,9,9,1,2,3,1,2,0,0,40,1,0
25,1,104439,13,10,3,9,4,1,1,0,0,50,1,1
27,1,56870,9,9,1,8,3,1,2,0,0,40,1,1
24,1,200819,8,8,3,4,4,1,2,0,0,40,1,1
50,2,170562,11,12,1,13,3,1,2,0,0,20,1,1
30,1,80933,9,9,1,2,3,1,2,0,0,40,1,1
24,1,33088,7,7,3,7,4,1,2,0,0,40,1,1
41,5,112763,15,14,2,6,6,1,1,7430,0,36,1,0
29,1,177651,13,10,3,5,4,1,2,0,0,45,1,1
31,1,261943,13,10,1,5,3,1,2,0,0,40,1,1
54,1,169785,13,10,2,5,4,1,1,0,0,40,17,1
20,1,141481,7,7,1,4,5,1,1,0,0,50,1,1
37,1,433491,9,9,3,3,2,1,2,0,0,40,1,1
28,5,86615,9,9,3,3,2,5,2,0,0,30,1,1
39,1,125550,9,9,1,9,1,1,1,0,0,40,1,0
46,6,421223,13,10,3,5,4,1,1,0,0,40,1,1
35,1,26999,14,13,4,5,6,1,1,0,0,42,1,1
36,2,241998,13,10,1,4,3,1,2,99999,0,20,1,0
34,9,133861,9,9,1,15,3,1,2,0,0,25,1,1
44,1,115323,15,14,1,5,3,1,2,0,0,40,1,0
34,3,23778,14,13,2,5,4,1,2,0,0,50,1,1
28,2,190836,9,9,1,4,3,1,2,0,0,50,1,0
38,3,159179,10,15,1,6,3,1,2,0,0,45,1,0
64,9,205479,14,13,1,15,3,1,2,0,0,50,1,0
19,9,47713,13,10,3,15,2,1,1,0,0,40,1,1
35,1,163237,14,13,1,4,3,1,2,0,0,52,1,0
61,1,202202,9,9,3,9,4,1,1,0,0,40,1,1
45,1,168837,13,10,2,4,6,1,1,0,0,40,1,1
36,1,112271,9,9,1,11,3,1,2,0,0,40,1,1
34,1,52537,9,9,3,11,6,5,2,0,0,30,1,1
27,1,38353,12,11,1,4,3,1,2,0,0,60,1,1
22,1,141698,6,6,3,2,6,1,2,0,0,40,1,1
26,1,28856,14,13,3,1,4,1,1,0,0,40,1,1
19,1,175652,7,7,3,3,5,1,1,0,0,15,1,1
36,1,213008,9,9,2,10,4,1,2,0,0,40,1,1
51,1,196501,14,13,2,5,4,1,2,14084,0,50,1,0
63,1,118798,9,9,1,2,3,1,2,99999,0,40,1,0
51,1,92463,9,9,1,9,3,1,2,0,0,40,1,1
20,6,125165,13,10,3,9,2,1,1,0,0,25,1,1
42,2,103980,12,11,1,6,3,1,2,0,0,50,1,1
40,9,180362,14,13,3,15,2,1,1,0,0,40,1,1
25,1,53903,13,10,1,2,3,1,2,0,0,40,1,1
40,1,179735,12,11,2,9,6,1,1,0,0,50,1,1
41,9,277390,14,13,1,15,1,1,1,0,0,30,1,0
49,1,122177,9,9,3,7,2,1,2,0,0,80,1,1
46,1,188161,9,9,4,8,2,5,1,0,0,40,1,1
32,2,170108,9,9,4,4,4,1,2,0,0,50,1,1
28,1,175262,13,10,1,7,3,5,2,0,0,40,21,1
19,9,204441,9,9,3,15,5,5,2,0,0,20,1,1
